batch_id,date,room_id,sequence_order,product_id,product_name,declared_allergens,carryover_allergens_active,sequence_status,requires_intermediate_cleaning,start_time,end_time,nightly_cleaning_ref
BAT-5100,2026-09-08,LINEA_ENVASADO_01,2,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","HUEVO,GLUTEN,LECHE",VALID_SEQUENCE,False,2026-09-08 10:20:00,2026-09-08 15:20:00,CLN-1029
BAT-5101,2026-09-08,LINEA_ENVASADO_01,3,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-08 15:40:00,2026-09-08 18:40:00,CLN-1029
BAT-5102,2026-09-08,LINEA_ENVASADO_02,1,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE",VALID_START,False,2026-09-08 06:00:00,2026-09-08 11:00:00,CLN-1030
BAT-5103,2026-09-08,LINEA_ENVASADO_02,2,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,LECHE,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-08 11:20:00,2026-09-08 14:20:00,CLN-1030
BAT-5104,2026-09-08,LINEA_ENVASADO_02,3,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,LECHE,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-08 14:40:00,2026-09-08 17:40:00,CLN-1030
BAT-5105,2026-09-08,LINEA_HORNO_01,1,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_START,False,2026-09-08 06:00:00,2026-09-08 11:00:00,CLN-1031
BAT-5106,2026-09-08,LINEA_HORNO_01,2,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,SÉSAMO,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-08 11:20:00,2026-09-08 16:20:00,CLN-1031
BAT-5107,2026-09-08,LINEA_HORNO_01,3,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,LECHE,SÉSAMO,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-08 16:40:00,2026-09-08 20:40:00,CLN-1031
BAT-5108,2026-09-08,LINEA_EMPAQUE_SECONDARY,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-08 06:00:00,2026-09-08 10:00:00,CLN-1032
BAT-5109,2026-09-08,LINEA_EMPAQUE_SECONDARY,2,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","HUEVO,GLUTEN,LECHE",VALID_SEQUENCE,False,2026-09-08 10:20:00,2026-09-08 14:20:00,CLN-1032
BAT-5110,2026-09-08,LINEA_EMPAQUE_SECONDARY,3,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-08 14:40:00,2026-09-08 18:40:00,CLN-1032
BAT-5111,2026-09-09,LINEA_ENVASADO_01,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-09 06:00:00,2026-09-09 11:00:00,CLN-1033
BAT-5112,2026-09-09,LINEA_ENVASADO_01,2,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,CACAHUETE",VALID_SEQUENCE,False,2026-09-09 11:20:00,2026-09-09 14:20:00,CLN-1033
BAT-5113,2026-09-09,LINEA_ENVASADO_01,3,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-09 14:40:00,2026-09-09 18:40:00,CLN-1033
BAT-5114,2026-09-09,LINEA_ENVASADO_02,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-09 06:00:00,2026-09-09 10:00:00,CLN-1034
BAT-5115,2026-09-09,LINEA_ENVASADO_02,2,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE",VALID_SEQUENCE,False,2026-09-09 10:20:00,2026-09-09 15:20:00,CLN-1034
BAT-5116,2026-09-09,LINEA_ENVASADO_02,3,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,LECHE,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-09 15:40:00,2026-09-09 18:40:00,CLN-1034
BAT-5117,2026-09-09,LINEA_ENVASADO_02,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,LECHE,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-09 19:00:00,2026-09-09 23:00:00,CLN-1034
BAT-5118,2026-09-09,LINEA_HORNO_01,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-09 06:00:00,2026-09-09 10:00:00,CLN-1035
BAT-5119,2026-09-09,LINEA_HORNO_01,2,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_SEQUENCE,False,2026-09-09 10:20:00,2026-09-09 14:20:00,CLN-1035
BAT-5120,2026-09-09,LINEA_HORNO_01,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-09 14:40:00,2026-09-09 19:40:00,CLN-1035
BAT-5121,2026-09-09,LINEA_HORNO_01,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-09 20:00:00,2026-09-10 00:00:00,CLN-1035
BAT-5122,2026-09-09,LINEA_EMPAQUE_SECONDARY,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-09 06:00:00,2026-09-09 09:00:00,CLN-1036
BAT-5123,2026-09-09,LINEA_EMPAQUE_SECONDARY,2,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_SEQUENCE,False,2026-09-09 09:20:00,2026-09-09 14:20:00,CLN-1036
BAT-5124,2026-09-09,LINEA_EMPAQUE_SECONDARY,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-09 14:40:00,2026-09-09 18:40:00,CLN-1036
BAT-5125,2026-09-09,LINEA_EMPAQUE_SECONDARY,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-09 19:00:00,2026-09-09 23:00:00,CLN-1036
BAT-5126,2026-09-10,LINEA_ENVASADO_01,1,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_START,False,2026-09-10 06:00:00,2026-09-10 11:00:00,CLN-1037
BAT-5127,2026-09-10,LINEA_ENVASADO_01,2,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-10 11:20:00,2026-09-10 15:20:00,CLN-1037
BAT-5128,2026-09-10,LINEA_ENVASADO_01,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","SOJA,GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-10 15:40:00,2026-09-10 19:40:00,CLN-1037
BAT-5129,2026-09-10,LINEA_ENVASADO_01,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,SÉSAMO,SOJA,AVELLANA,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-10 20:00:00,2026-09-10 23:00:00,CLN-1037
BAT-5130,2026-09-10,LINEA_ENVASADO_02,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-10 06:00:00,2026-09-10 10:00:00,CLN-1038
BAT-5131,2026-09-10,LINEA_ENVASADO_02,2,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE",VALID_SEQUENCE,False,2026-09-10 10:20:00,2026-09-10 15:20:00,CLN-1038
BAT-5132,2026-09-10,LINEA_ENVASADO_02,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","SOJA,GLUTEN,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-10 15:40:00,2026-09-10 19:40:00,CLN-1038
BAT-5133,2026-09-10,LINEA_ENVASADO_02,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-10 20:00:00,2026-09-10 23:00:00,CLN-1038
BAT-5134,2026-09-10,LINEA_HORNO_01,1,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_START,False,2026-09-10 06:00:00,2026-09-10 11:00:00,CLN-1039
BAT-5135,2026-09-10,LINEA_HORNO_01,2,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,SÉSAMO,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-10 11:20:00,2026-09-10 15:20:00,CLN-1039
BAT-5136,2026-09-10,LINEA_HORNO_01,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","SOJA,GLUTEN,LECHE,HUEVO,SÉSAMO,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-10 15:40:00,2026-09-10 20:40:00,CLN-1039
BAT-5137,2026-09-10,LINEA_HORNO_01,4,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","GLUTEN,SÉSAMO,CACAHUETE,SOJA,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-10 21:00:00,2026-09-11 00:00:00,CLN-1039
BAT-5138,2026-09-10,LINEA_EMPAQUE_SECONDARY,1,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_START,False,2026-09-10 06:00:00,2026-09-10 11:00:00,CLN-1040
BAT-5139,2026-09-10,LINEA_EMPAQUE_SECONDARY,2,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,SÉSAMO,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-10 11:20:00,2026-09-10 14:20:00,CLN-1040
BAT-5140,2026-09-10,LINEA_EMPAQUE_SECONDARY,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","SOJA,GLUTEN,LECHE,HUEVO,SÉSAMO,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-10 14:40:00,2026-09-10 17:40:00,CLN-1040
BAT-5141,2026-09-11,LINEA_ENVASADO_01,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-11 06:00:00,2026-09-11 09:00:00,CLN-1041
BAT-5142,2026-09-11,LINEA_ENVASADO_01,2,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE",VALID_SEQUENCE,False,2026-09-11 09:20:00,2026-09-11 12:20:00,CLN-1041
BAT-5143,2026-09-11,LINEA_ENVASADO_01,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","SOJA,GLUTEN,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-11 12:40:00,2026-09-11 15:40:00,CLN-1041
BAT-5144,2026-09-11,LINEA_ENVASADO_01,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-11 16:00:00,2026-09-11 21:00:00,CLN-1041
BAT-5145,2026-09-11,LINEA_ENVASADO_02,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-11 06:00:00,2026-09-11 10:00:00,CLN-1042
BAT-5146,2026-09-11,LINEA_ENVASADO_02,2,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,CACAHUETE",VALID_SEQUENCE,False,2026-09-11 10:20:00,2026-09-11 15:20:00,CLN-1042
BAT-5147,2026-09-11,LINEA_ENVASADO_02,3,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-11 15:40:00,2026-09-11 20:40:00,CLN-1042
BAT-5148,2026-09-11,LINEA_ENVASADO_02,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,LECHE,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-11 21:00:00,2026-09-12 01:00:00,CLN-1042
BAT-5149,2026-09-11,LINEA_HORNO_01,1,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,CACAHUETE",VALID_START,False,2026-09-11 06:00:00,2026-09-11 11:00:00,CLN-1043
BAT-5150,2026-09-11,LINEA_HORNO_01,2,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","SOJA,GLUTEN,HUEVO,LECHE,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-11 11:20:00,2026-09-11 14:20:00,CLN-1043
BAT-5151,2026-09-11,LINEA_HORNO_01,3,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,CACAHUETE,SOJA,AVELLANA,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-11 14:40:00,2026-09-11 18:40:00,CLN-1043
BAT-5152,2026-09-11,LINEA_EMPAQUE_SECONDARY,1,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_START,False,2026-09-11 06:00:00,2026-09-11 10:00:00,CLN-1044
BAT-5153,2026-09-11,LINEA_EMPAQUE_SECONDARY,2,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-11 10:20:00,2026-09-11 14:20:00,CLN-1044
BAT-5154,2026-09-11,LINEA_EMPAQUE_SECONDARY,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","SOJA,GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-11 14:40:00,2026-09-11 19:40:00,CLN-1044
BAT-5155,2026-09-12,LINEA_ENVASADO_01,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-12 06:00:00,2026-09-12 09:00:00,CLN-1045
BAT-5156,2026-09-12,LINEA_ENVASADO_01,2,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_SEQUENCE,False,2026-09-12 09:20:00,2026-09-12 12:20:00,CLN-1045
BAT-5157,2026-09-12,LINEA_ENVASADO_01,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-12 12:40:00,2026-09-12 16:40:00,CLN-1045
BAT-5158,2026-09-12,LINEA_ENVASADO_02,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-12 06:00:00,2026-09-12 11:00:00,CLN-1046
BAT-5159,2026-09-12,LINEA_ENVASADO_02,2,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_SEQUENCE,False,2026-09-12 11:20:00,2026-09-12 16:20:00,CLN-1046
BAT-5160,2026-09-12,LINEA_ENVASADO_02,3,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-12 16:40:00,2026-09-12 20:40:00,CLN-1046
BAT-5161,2026-09-12,LINEA_ENVASADO_02,4,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,LECHE,SÉSAMO,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-12 21:00:00,2026-09-13 01:00:00,CLN-1046
BAT-5162,2026-09-12,LINEA_HORNO_01,1,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_START,False,2026-09-12 06:00:00,2026-09-12 11:00:00,CLN-1047
BAT-5163,2026-09-12,LINEA_HORNO_01,2,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-12 11:20:00,2026-09-12 16:20:00,CLN-1047
BAT-5164,2026-09-12,LINEA_HORNO_01,3,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-12 16:40:00,2026-09-12 21:40:00,CLN-1047
BAT-5165,2026-09-12,LINEA_EMPAQUE_SECONDARY,1,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE",VALID_START,False,2026-09-12 06:00:00,2026-09-12 10:00:00,CLN-1048
BAT-5166,2026-09-12,LINEA_EMPAQUE_SECONDARY,2,PROD_01,Galleta María Tradicional,GLUTEN,"SOJA,GLUTEN,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-12 10:20:00,2026-09-12 14:20:00,CLN-1048
BAT-5167,2026-09-12,LINEA_EMPAQUE_SECONDARY,3,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","SOJA,GLUTEN,SÉSAMO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-12 14:40:00,2026-09-12 18:40:00,CLN-1048
BAT-5168,2026-09-12,LINEA_EMPAQUE_SECONDARY,4,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","SOJA,GLUTEN,HUEVO,SÉSAMO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-12 19:00:00,2026-09-12 23:00:00,CLN-1048
BAT-5169,2026-09-13,LINEA_ENVASADO_01,1,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_START,False,2026-09-13 06:00:00,2026-09-13 09:00:00,CLN-1049
BAT-5170,2026-09-13,LINEA_ENVASADO_01,2,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-13 09:20:00,2026-09-13 14:20:00,CLN-1049
BAT-5171,2026-09-13,LINEA_ENVASADO_01,3,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,LECHE,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-13 14:40:00,2026-09-13 19:40:00,CLN-1049
BAT-5172,2026-09-13,LINEA_ENVASADO_02,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-13 06:00:00,2026-09-13 09:00:00,CLN-1050
BAT-5173,2026-09-13,LINEA_ENVASADO_02,2,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","HUEVO,GLUTEN,LECHE",VALID_SEQUENCE,False,2026-09-13 09:20:00,2026-09-13 12:20:00,CLN-1050
BAT-5174,2026-09-13,LINEA_ENVASADO_02,3,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,HUEVO,LECHE,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-13 12:40:00,2026-09-13 15:40:00,CLN-1050
BAT-5175,2026-09-13,LINEA_ENVASADO_02,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,CACAHUETE,SOJA,AVELLANA,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-13 16:00:00,2026-09-13 21:00:00,CLN-1050
BAT-5176,2026-09-13,LINEA_HORNO_01,1,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_START,False,2026-09-13 06:00:00,2026-09-13 11:00:00,CLN-1051
BAT-5177,2026-09-13,LINEA_HORNO_01,2,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-13 11:20:00,2026-09-13 14:20:00,CLN-1051
BAT-5178,2026-09-13,LINEA_HORNO_01,3,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-13 14:40:00,2026-09-13 18:40:00,CLN-1051
BAT-5179,2026-09-13,LINEA_HORNO_01,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,SÉSAMO,SOJA,AVELLANA,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-13 19:00:00,2026-09-13 23:00:00,CLN-1051
BAT-5180,2026-09-13,LINEA_EMPAQUE_SECONDARY,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-13 06:00:00,2026-09-13 09:00:00,CLN-1052
BAT-5181,2026-09-13,LINEA_EMPAQUE_SECONDARY,2,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_SEQUENCE,False,2026-09-13 09:20:00,2026-09-13 12:20:00,CLN-1052
BAT-5182,2026-09-13,LINEA_EMPAQUE_SECONDARY,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-13 12:40:00,2026-09-13 16:40:00,CLN-1052
BAT-5183,2026-09-14,LINEA_ENVASADO_01,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-14 06:00:00,2026-09-14 11:00:00,CLN-1053
BAT-5184,2026-09-14,LINEA_ENVASADO_01,2,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_SEQUENCE,False,2026-09-14 11:20:00,2026-09-14 15:20:00,CLN-1053
BAT-5185,2026-09-14,LINEA_ENVASADO_01,3,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-14 15:40:00,2026-09-14 19:40:00,CLN-1053
BAT-5186,2026-09-14,LINEA_ENVASADO_01,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","SOJA,GLUTEN,AVELLANA,LECHE,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-14 20:00:00,2026-09-15 00:00:00,CLN-1053
BAT-5187,2026-09-14,LINEA_ENVASADO_02,1,PROD_01,Galleta María Tradicional,GLUTEN,GLUTEN,VALID_START,False,2026-09-14 06:00:00,2026-09-14 10:00:00,CLN-1054
BAT-5188,2026-09-14,LINEA_ENVASADO_02,2,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_SEQUENCE,False,2026-09-14 10:20:00,2026-09-14 15:20:00,CLN-1054
BAT-5189,2026-09-14,LINEA_ENVASADO_02,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-14 15:40:00,2026-09-14 19:40:00,CLN-1054
BAT-5190,2026-09-14,LINEA_ENVASADO_02,4,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-14 20:00:00,2026-09-14 23:00:00,CLN-1054
BAT-5191,2026-09-14,LINEA_HORNO_01,1,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","HUEVO,GLUTEN,LECHE",VALID_START,False,2026-09-14 06:00:00,2026-09-14 09:00:00,CLN-1055
BAT-5192,2026-09-14,LINEA_HORNO_01,2,PROD_05,Barrita Cacahuete Max,"GLUTEN,CACAHUETE,SOJA","SOJA,GLUTEN,HUEVO,LECHE,CACAHUETE",INVALID_SEQUENCE_RISK,True,2026-09-14 09:20:00,2026-09-14 14:20:00,CLN-1055
BAT-5193,2026-09-14,LINEA_HORNO_01,3,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,CACAHUETE,SOJA,AVELLANA,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-14 14:40:00,2026-09-14 18:40:00,CLN-1055
BAT-5194,2026-09-14,LINEA_EMPAQUE_SECONDARY,1,PROD_02,Galleta Integrale Avena,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO",VALID_START,False,2026-09-14 06:00:00,2026-09-14 11:00:00,CLN-1056
BAT-5195,2026-09-14,LINEA_EMPAQUE_SECONDARY,2,PROD_03,Galleta Chocolate Leche,"GLUTEN,LECHE,SOJA","SOJA,GLUTEN,LECHE,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-14 11:20:00,2026-09-14 14:20:00,CLN-1056
BAT-5196,2026-09-14,LINEA_EMPAQUE_SECONDARY,3,PROD_06,Galleta Rellena Huevo & Leche,"GLUTEN,LECHE,HUEVO","SOJA,GLUTEN,LECHE,HUEVO,SÉSAMO",INVALID_SEQUENCE_RISK,True,2026-09-14 14:40:00,2026-09-14 19:40:00,CLN-1056
BAT-5197,2026-09-14,LINEA_EMPAQUE_SECONDARY,4,PROD_04,Galleta Supreme Avellana,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,SÉSAMO,SOJA,AVELLANA,HUEVO,LECHE",INVALID_SEQUENCE_RISK,True,2026-09-14 20:00:00,2026-09-14 23:00:00,CLN-1056
